2.9069767441860392, 1190.6614785992215
2.9069767441860392, 1486.3813229571988
9.302325581395337, 1750.9727626459144
17.441860465116264, 1891.0505836575876
26.16279069767441, 1937.7431906614784
36.627906976744185, 2015.5642023346309
49.41860465116278, 2108.9494163424124
63.372093023255786, 2202.334630350195
79.06976744186045, 2295.7198443579773
94.76744186046508, 2389.105058365759
108.72093023255812, 2482.4902723735413
121.51162790697671, 2607.0038910505846
129.06976744186045, 2762.6459143968877
130.23255813953486, 2824.9027237354094
131.9767441860465, 2996.1089494163425
133.72093023255812, 3245.1361867704286
135.46511627906975, 3540.856031128405
135.46511627906975, 3727.6264591439694
135.46511627906975, 3992.217898832685
136.62790697674416, 4054.4747081712067
147.09302325581393, 4147.859922178988
155.81395348837208, 4225.680933852141
169.76744186046506, 4350.194552529183
183.13953488372096, 4459.143968871596
194.7674418604651, 4568.093385214008
208.7209302325581, 4677.042801556421
223.8372093023255, 4770.428015564203
237.7906976744186, 4879.377431906616
247.09302325581393, 4957.198443579768
256.39534883720927, 5035.019455252919
268.0232558139534, 5112.840466926071
280.8139534883721, 5206.225680933853
293.6046511627907, 5284.046692607005
304.0697674418604, 5377.431906614787
317.44186046511624, 5455.252918287939
329.65116279069764, 5533.0739299610905
